Job Title,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Average slary,Min slary,Max slary,age,python,R,power bi
"Director Market Analytics, Hospitality (Chicago)","Director Market Analytics, Hospitality (Chicago)

Job Description

Hospitality Market Analytics
OVERVIEW:
CoStar delivers real-time, verified commercial real estate data that enables our commercial real estate clients to make informed, high impact decisions ahead of competitors. By combining the power of CoStar’s independent research organization – the industry’s largest – with global data delivery, software, and application solutions, clients can act on opportunities with confidence.
CoStar is looking for a Director for the Hospitality Market Analytics team. The Director is responsible for producing meaningful, relevant, and insightful analysis on the Hospitality industry and market for inclusion in CoStar’s product offerings. This content will take various forms, including 1) written narratives in CoStar’s Hospitality market and submarket reports 2) video content, 3) client discussions and presentations, and 4) regular news stories. Analysts are aligned to specific regions.
RESPONSIBILITIES:
Working with the National Director for Hospitality Market Analytics, the Analyst will maintain and deliver frequent in-person market updates to CoStar Market Analytics clients and industry groups, focusing on economic trends and themes within the Hospitality sector
Responsible for analyzing market data and drawing insightful conclusions by utilizing all the data available at CoStar and STR to manipulate, aggregate and organize this data to uncover trends, patterns and other insights of interest to the Hospitality industry
Maintain well-written, timely product market and sub-market reports that includes relevant, insightful, and thought-provoking Hospitality industry commentary
Produce quarterly video updates on key markets, working with CoStar’s video production team.
Translate analysis and insights into meaningful presentations and deliver them to the market
Put together and present webinar series that covers local market conditions
BASIC QUALIFICATIONS:
Bachelor’s degree in relevant field required
5+ years of work experience in Hospitality industry
2+ years of experience providing data insights and analysis within the Hospitality industry
PREFERRED QUALIFICATIONS:
Demonstrated writing skills and ability to write effectively in large volumes
Strong data and analysis skills, including Excel and SQL data manipulation skills. Proven ability to formulate and test hypothesis about trends in the market.
Expert MS Office Skills
Polished presentation and communication skills. Comfortable talking and presenting to others, often in large groups about market conditions
Strong work ethic, self-starter and be able to work in a team environment
Client orientation, a desire to help clients succeed.
Comfortable presenting on camera.
Excellent written and oral communication skills.
OVERVIEW OF COMPANY:
Founded in 1987, we are a NASDAQ listed company with a market cap of over US$30B and sit alongside other notable names such as Amazon, Facebook, Google and Apple. Behind some of the most well-known brands in the industry, CoStar Group includes CoStar, the largest provider of CRE research and real-time data; LoopNet, the most heavily trafficked mobile and online real estate marketplace; Apartments.com, the premier rental home resource for renters, property managers and owners; STR, the leading provider of performance benchmarking and comparative analytics to the hotel industry; BizBuySell, the largest online marketplace for businesses-for-sales; and Lands of America, the leading operator of online marketplaces for rural real estate.
As a technology company, we are the trusted partner for all commercial real estate professionals empowering many of the most well-respected landlords, development companies, brokerage firms, banks, lenders, investors and government agencies with our data products and leading marketplaces.
We do this by actively researching the commercial real estate markets and providing data, analytics, innovative tools and powerful marketing platforms in the U.S. and Internationally to help our clients transact with one another. CoStar continues to win multiple awards including one of Forbes most innovative companies (2017) and Fortune’s fastest growing companies (2018).
Headquartered in Washington, DC, CoStar Group maintains offices throughout the U.S. and in Europe, Canada, and Asia with a staff of over 4,300 worldwide.
WHAT’S IN IT FOR YOU:
Working at CoStar Group means you'll enjoy a culture of collaboration and innovation that attracts the best and brightest across a broad range of disciplines. In addition to generous compensation and performance-based incentives, you'll be supported in both your professional and academic growth with internal training, tuition reimbursement, and an inter-office exchange program.
Our benefits package includes (but is not limited to):
Comprehensive healthcare coverage: Medical / Vision / Dental / Prescription Drug
Life, legal, and supplementary insurance
Commuter and parking benefits
401(K) retirement plan with matching contributions
Employee stock purchase plan
Paid time off
Tuition reimbursement
On-site fitness center and/or reimbursed fitness center membership costs (location dependent), with yoga studio, Pelotons, personal training, group exercise classes, as well as Segways and bikes available for use during the day
Complimentary gourmet coffee, tea, hot chocolate, prepared foods, fresh fruit, and other healthy snacks
Be part of a team of professionals enjoying the opportunity to learn, do, and grow in a rewarding atmosphere. But don't just take our word for it - see why our team chose to work at and stay at CoStar Group:",3.1,CoStar Group,"Chicago, IL",3000,1987,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),105.0,80,130,33,0,1,1
Senior CX Insights Analyst,"The Sr. CX Insights Analyst is responsible for identifying strategic opportunities to enhance the customer exeperience by scoping, developing and executing data-driven analyses that influences critical business decisions. This position will use a combination of business intuition, broad knowledge of staistical methods, practical data analysis experience, testing methodology and strong communication and collobration skills.
Find a career. Gain a family.
Safelite will be unlike any place you've ever worked. (This won't be just the daily grind!) You'll join caring and passionate teams that collaborate to make a difference, deliver extraordinary results and bring unexpected happiness. Every day. Your effort, heart and creative ideas will be valued and rewarded. And we care about your well-being. So, we'll strive to give you what you need to be happy at work and at home.
Essential Activities:
Makes strategic recommendations on data collection, integration, and retention requirements incorporating business requirements and knowledge of best practices. Designs and analyzes standard experiments and conducts testing and ad hoc analysis.
Leads discovery processes and collaborates with key partners to identify and turn data into critical information and knowledge that can be used to develop solutions to improve the customer experience. Models and frames business scenarios that are meaningful and which impact critical processes and/decisions.
Continuously improve the quality and accessibility of data by providing on-going tracking and monitoring of performance of decision systems and stasticial models.
Collaborates cross functionally and proactively influences prioritization of key initiatives through data-driven insights.
Define metrics and build dashboards to track product and business. Uses data to tell a story and presents and communicates findings to leadership.
Requirements:
Bachelor's degree
3+ years of relevant experience in a combination of business/analytics roles (e.g. data science/analytics, management consulting, or business operations)
Strong business intuition and judgement
Expert level data storytelling and data visualization ability
Broad knowledge of applied statistics, experimental design, and causal inference
Experience with Microsoft Office Suite
Expert SQL ability and proficiency with 1+ programming languages (e.g., R or Python)
Experience with BI tools (e.g. Looker, Chartio, or Tableau)
Apply now!
We're known as an auto glass company. That's the focus of what we do. But we're much more - we're a growing and evolving service brand. And what really makes us unique is our people. Because at our core, we're a People Powered organization - and our people come first and our culture matters. We'll help you find a fulfilling career path and encourage you to have a life. Let us be the best place you'll ever work.
Learn more.
#indcorp
#cbcorp",3.3,Safelite Group Inc,"Columbus, OH",15000,1947,Company - Private,Auto Repair & Maintenance,"Construction, Repair & Maintenance",$2 to $5 billion (USD),105.0,80,130,73,1,1,1
Marketing Data Analyst,"Would you like to join our innovative team? If so, read on!
GEICO’s Marketing Department is seeking a highly motivated individual to join the Marketing Digital Analytics team as a Marketing Data Analyst.
We are looking for someone with 1-3 years of analytical experience who thrives in a numbers-oriented, data-driven environment. The Marketing Digital Analytics team’s role is to facilitate a greater understanding of marketing attribution, website performance, and digital media optimization. We develop best practices through advanced analytics and the dissemination of reports.
You will be at the pulse of the company’s sales data each day, reporting findings to key stakeholders and acting as their point person when they have questions about results. Additionally, you will gain an understanding of how a large Marketing Department is run by providing analytical support, creating tools and visuals to many of the different Marketing divisions. You will also gain industry knowledge by evaluating GEICO’s competitive position, and behavioral and demographic shifts in how customers shop for insurance.
Responsibilities for this position include:
Analyze the performance of digital marketing efforts across multiple channels, including but not limited to search, social media, email, and display/video advertising
Study user behaviors, and working with other analysts to join different data sources for measurement & attribution
Assist with managing and improving processes for tagging and other tracking parameters
The successful candidate will be comfortable working independently and has a drive to learn new software and tools, showing initiative by viewing the internal and external data in new ways. Proficiency in Excel and SQL and/or another programming language is critical for success in this position. While analytical skills are crucial for the position, just as important will be the ability to communicate and summarize complex information into management ready briefs and presentations.
Ready to make an impact? If so, do you meet these qualifications?
Required Qualifications:
Bachelor’s degree with a 3.0 GPA preferred major skills in business, mathematics, or a related marketing field of study is strongly preferred
1-3 years of analytical experience in a professional role
Experience in R, SQL, SAS, or Python
Proven analytical skills
Strong proficiency in PC based applications such as MS Excel, Word, and PowerPoint
Experience working with Digital Analytics tools – Google Analytics, Google Tag Manager, Big Query
Experience in querying large datasets (SQL, Netezza, SAS EG, etc.)
Salary Information:
Salary commensurate with experience
Note: The safety of our associates, both current and future, is GEICO’s highest priority. At this time, most of our associates are working remotely due to the current COVID-19 pandemic. Candidates who are selected for this position will be trained remotely and must be able to work from home in a designated work area. Once GEICO determines it is safe for associates to return to the office, candidates may be required to work in our Chevy Chase, MD office.
Benefits:
As a Marketing Data Analyst, you’ll enjoy our Total Rewards Program* to help secure your financial future and preserve your health and well-being, including:
Premier Medical, Dental and Vision Insurance with no waiting period**
Paid Vacation, Sick and Parental Leave
401(k) Plan with Profit Sharing
Tuition Reimbursement
Paid Training and Licensures
Benefits may be different by location. Benefit eligibility requirements vary and may include length of service.
**Coverage begins with the pay period after hire date. Must enroll in New Hire Benefits within 30 days of the date of hire for coverage to take effect.
The equal employment opportunity policy of the GEICO Companies provides for a fair and equal employment opportunity for all associates and job applicants regardless of race, color, religious creed, national origin, ancestry, age, gender, pregnancy, sexual orientation, gender identity, marital status, familial status, disability or genetic information, in compliance with applicable federal, state and local law. GEICO hires and promotes individuals solely on the basis of their qualifications for the job to be filled.
GEICO reasonably accommodates qualified individuals with disabilities to enable them to receive equal employment opportunity and/or perform the essential functions of the job, unless the accommodation would impose an undue hardship to the Company. This applies to all applicants and associates. GEICO also provides a work environment in which each associate is able to be productive and work to the best of their ability. We do not condone or tolerate an atmosphere of intimidation or harassment. We expect and require the cooperation of all associates in maintaining an atmosphere free from discrimination and harassment with mutual respect by and for all associates and applicants.",3.5,GEICO,"Chevy Chase, MD",15000,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),105.0,80,130,84,1,1,1
Data Analyst - Rapid Drug,"Career Opportunities: Data Analyst - Rapid Drug (1783)

Requisition ID 1783 - Posted 12/01/2020 - Lansing, MI - Analysis - Full-Time

 Job Description Print Preview

Apply

Save Job

Email Job to Friend

Return to List

MPHI is a Michigan-based and nationally engaged, non-profit public health institute. We are a team of teams, process and content experts, dedicated to building A world where tomorrow is healthier than today!

Title: Data Analyst - Rapid Drug

23.04 - $33.61 / Posted thru: 12-16-20

Employee Name: TBD

Supervisor: Thomas Largo

Location: Lansing, MI (Remote during COVID)

Purpose: The Rapid Drug Data Analyst will provide analytic support to the Michigan Overdose Data to Action (MODA) grant. The position will follow data collection, management, and analytic protocols, conduct analyses, investigate emerging drug use trends, and develop dissemination materials under the direction of the supervisor and MODA surveillance team leads. This person will be housed in the Opioid and Emerging Drugs Unit, Division of Environmental Health, Bureau of Epidemiology and Population Health in Lansing, Michigan.

Duties and Responsibilities:
Document and follow data collection, management, and analytic protocols in support of the MODA grant; aid in grant reporting.
Conduct analyses and develop dissemination materials under the direction of the supervisor and the MODA surveillance team leads, utilizing Emergency Medical Services (EMS) and Syyndromic surveillance data.
Aid in development and validation of case definitions in collaboration with the MODA surveillance team.
Provide expertise on the innovative use of current data systems to aid in the investigation and validation of emerging drug use trends and aberration detection.
Provide analytic support for the Swift Toxicology of Opioid-Related Mortalities (STORM) project, including disseminating weekly and monthly reports.
Attend meetings and workgroups pertaining to drug data and grant requirements. Participate in state and federal meetings related to the surveillance of drug morbidity and mortality.
Conduct geographic analyses as a part of regular reporting.
Conduct other duties as required.
Qualifications/Requirements:

Education: Possession of a bachelor’s degree ( or higher) in statistical or analytic area. Preference given to those possessing a master’s degree in Public Health and coursework in epidemiology.

Experience: A minimum of 1-3 years of experience in data cleaning management, and analysis. Experience with graphic and analytic software, preferably SAS. Experience in geographic analysis(ArcGIS, R, SAS, etc.). Experience with large datasets is preferred.

Important Skills and Characteristics:
Substantial data management experience.
Strong analytic skills.
Ability to manage detailed tasks.
Ability to problem solve and think critically about complex data sources.
Skilled communicator and able to manage and prioritize tasks by deadlines.

Work Environment and Physical Requirements: Standard office environment but required ability to work remotely. Involves viewing a computer screen up to 75% of the time.

RESPONSIBILITY FOR THE WORK OF OTHERS: No assigned responsibility.

IMPACT ON PROJECTS, SERVICES AND OPERATIONS: The Rapid Drug Data Analyst has direct impact on MODA through data management, analytic support, and reporting development, as well as documentation of specifications and procedures. The purpose of MODA is to provide key stakeholders, policy makers, the Michigan Department of Health and Human Services, researchers such as the University of Michigan Injury Prevention Center, local programs, and other interested parties with timely, accurate, and informative data on drug-involved morbidity and mortality. MODA data and findings will be provided in a way that will help partners reshape state and community level programming and interventions, and evaluate the impact of state, local, and organizational policy changes on drug overdoses.

REQUIRED COMMUNICATION

Contact Person/Group Frequency Purpose
Supervisor Daily Supervision
State Epidemiologist Monthly Direction
MODA Surveillance Team Leads Daily Direction
Drug Morbidity Data Analyst Daily Coordination
Drug Mortality Data Analyst Daily Coordination
MODA Prevention Team Monthly Coordination
""For purposes of employment standards, this classification is ""Non-Exempt"" from the overtime provisions of the Fair Labor Standards Act.""

MPHI works with you to promote health for everyone. Together, we will build a world where tomorrow is healthier than today!

MPHI is an EEO/AA employer that participates with e-verify.

Apply

Save Job

Email Job to Friend

Return to List

Email this job to a friend




The job has been sent to

Please provide the information below

Job title:


*Your email address:


*Your friend's email address:


Message:


*Confirm you are not a robot:


Send

Cancel",3.6,MPHI,"Lansing, MI",350,1990,Nonprofit Organization,Industrial Manufacturing,Manufacturing,$50 to $100 million (USD),105.0,80,130,30,0,1,1
Director of Personalization,"Director of Personalization
Built by enthusiasts and for enthusiasts, Enthusiast Auto Holdings (EAH) has grown from a family-owned Volkswagen repair shop in Wadsworth, Ohio into one of largest specialty e-commerce companies in the automotive aftermarket industry. EAH designs, produces, and sells proprietary parts and kits for a rapidly growing number of automotive makes and models, and it partners with hundreds of other performance brands to bring the enthusiast community an unparalleled customer experience. Over one million enthusiasts follow EAH's banners on social media.
The Director of Personalization serves as the leader of all customer retention and lifetime value growth efforts across the five EAH banners, including email marketing, rewards and loyalty programs, social media, and telesales; and leads a team of marketing specialists as they carry out customer research, segmentation, promotional campaigns, and other targeted marketing efforts.
In this role, the Director of Personalization uses data models and analytics to build customized and personalized communication based on the needs of the customers. This role will be responsible for the strategy and execution of targeted marketing campaigns across email, social media, and on-site elements such as homepage banners and landing pages. This role will leverage data-driven approaches to better segment our customer base and what type of targeted content, offers, or loyalty programs would appeal to those customers; define the contact strategy; and lead the execution of those efforts. This individual will also partner closely with our brand and R&D teams to ensure that we are bringing relevant new products to our customers.
Responsibilities:
Lead a team of marketing specialists by setting a clear vision and expectations, providing regular feedback, goal setting, and development opportunities.
Recruit and hire new team members as needed. Work with HR partners to bring the best possible talent onto the team.
Drive engagement within the team by inspiring and motivating team members to meet and exceed quality and operational expectations.
Build upon the data foundation of our email marketing and loyalty programs by reviewing the current data model and leading efforts to increase the amount of actionable information.
Create RFM (Recency, Frequency, Monetary) and segmentation models for our customer base to influence targeting efforts.
Leveraging customer and RFM data; define targeted contact strategy that will maximize customer engagement leading to financial results (revenue, margin, LTV) and grow the file while minimizing unsubscribes and list attrition.
Lead data-driven customer segmentation efforts to ensure that we are targeting the right customer with the right messages and right content
Continually research, identify, and execute on testing new digital marketing tactics to improve results.
Work with brand teams to help define and execute on marketing strategies for new product and brand launches.
Knowledge, Skills, and Abilities
Excellent leadership skills, including the ability to develop trust and credibility, lead by example and motivate high-performing teams.
Proven ability to build partnerships across organizations and lead by influencing others.
Bachelor’s Degree in marketing, data science, statistics, or a related field. MBA preferred.
A minimum of 8 years digital experience, particularly with, but not limited to, business intelligence, CRM, email marketing, web, social, and emerging technologies.
Deep analytical experience, including customer segmentation and modeling.
Excellent interpersonal and communication skills.
Have an in-depth knowledge of brand development and multichannel marketing models.
Must be both a creative and strategic thinker.
What Success Looks Like:
All team members have a clear understanding of their role and responsibilities, and are getting timely feedback on their performance.
Regularly growing/improving talent on the team. Team provides strong feedback to leadership on their engagement and job satisfaction.
Customer retention and lifetime value are clearly measured; strategic plans are in place to improve performance; and teams are taking action and getting results
Leading indicators in our email (open rate, click through rate); social (engagement-based such as likes, comments, and shares) and loyalty programs (likelihood of second purchase; AOV of subsequent purchases, etc.) are all showing positive results.
Strong working relationship with Product, R&D, and Marketing teams.
EAH offers a competitive compensation package including excellent Medical, Vision, and Dental coverage, 401K retirement plan and paid time off. Please include salary expectations along with your application on ecstuning/careers.com.
Location: 1000 Seville Rd, Wadsworth, OH 44281, USA
Job Type: Full-time
Experience:
Leading Digital Marketing: 5 years (Required)
Customer Relationship Management: 5 years (Required)
Work authorization:
United States (Required)",2.8,ECS Tuning,"Wadsworth, OH",350,1962,Company - Private,Automotive Parts & Accessories Stores,Retail,Unknown / Non-Applicable,105.0,80,130,58,0,1,1
Data Scientist,"AIS has a workshare opportunity for a Data Scientist (TS/FSPOLY required) on a large, newly awarded contract. In this role you will develop machine learning, data mining, statistical and graph-based algorithms to analyze and make sense of datasets; prototype or consider several algorithms and decide upon final model based on suitable performance metrics.
Roles and Responsibilities:
Produce data visualizations that provide insight into dataset structure and meaning
Work with subject matters experts (SMEs) to identify important information in raw data and
develop scripts that extract this information from a variety of data formats (e.g., SQL tables, structured metadata, network logs)
Incorporate SME input into feature vectors suitable for analytic development and testing
Translate customer qualitative analysis process and goals into quantitative formulations that are coded into software prototypes
Develop and implement statistical, machine learning, and heuristic techniques to create descriptive,
predictive, and prescriptive analytics
Develop statistical tests to make data-driven recommendations and decisions
Develop experiments to collect data or models to simulate data when required data are unavailable
Develop feature vectors for input into machine learning algorithms
Identify the most appropriate algorithm for a given dataset and tune input and model parameters
Evaluate and validate the performance of analytics using standard techniques and metrics (e.g.cross-validation, ROC curves, confusion matrices)
Required Education, Experience and Skills
Master's degree in a quantitative discipline(e.g., statistics, mathematics, operations research, engineering, or computer science).
A Ph.D. in a quantitative discipline can be substituted for three years of experience
Five years of experience analyzing datasets and developing analytics.
Five years of experience programming with data analysis software such as R, Python, SAS, or MATLAB.
An additional two years of experience in software development, cloud development, analyzing datasets or developing descriptive, predictive, and prescriptive analytics can be substituted for a Master's degree.
U.S. Citizenship Required
Must possess a TS/FSPOLY clearance
EOE/AA Disability/Veteran",4.3,"Assured Information Security, Inc. (AIS)","Fort Meade, MD",350,2001,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),105.0,80,130,19,1,1,1
Data Engineer,"The NFI Data and Analytics group is looking for a Data Engineer based in the Camden New Jersey headquarters to join our growing team to complement the current multitude and wide variety of team skills to support NFI’s needs for data driven analytics. Guided by NFI’s shared values, we work in an environment where collaboration, teamwork, respect, and openness are highly valued.

Essential Duties & Responsibilities:
Data modeling and dimensional schema design

Design and develop data ingestion, pipeline, processing, and transformation frameworks to automate high-volume, and real-time data delivery

Build the data infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources

Create, enhance, and optimize data visualizations

Identify, design, and implement internal process improvements to automate manual processes, and optimize data delivery

Build processes to support data transformation, data structures, metadata, dependency and workload management.

Define and maintain target data architectures and master data management strategies

Collaborate with various Business, Operations, Applications and Analytics teams to ensure adherence to enterprise data standards and data architecture principles

Monitor compliance of development work against established standards and principles and work to resolve discrepancies and issues

Optimizing high-performing SQL for efficient data transformation

Production release and operation of data services

Requirements:
Bachelor’s degree in Computer Science, Engineering, or related field

4+ years of experience building data pipelines and using ETL tools

2+ years of experience leading data Engineering efforts

2+ years of experience creating data visualizations

Knowledge of data management, data integration and database development technologies and processes

Up-to-date specialized knowledge of data wrangling, manipulation and management

Demonstrated mastery in one or more SQL variants: T-SQL or PL/SQL

In-depth knowledge of Microsoft SQL Server or Oracle

Demonstrated mastery in database concepts and large-scale database implementations and design

Excellent analytic and troubleshooting skills

Proficiency with data profiling and data migration

Knowledge of real-time data acquisition and/or automation/controls

Working knowledge of application development and data modeling to support implementation and development of analytics

Demonstrated success in technical proficiency, creativity, collaboration, and independent thought

Experience in migrating ETL processes (not just data) from relational databases to cloud based solutions

Strong interpersonal skills to resolve issues in a professional manner, lead working groups, negotiate and create consensus

Experience architecting and implementing data solutions, and working with unstructured datasets in a cloud environment, a plus

Java / R/ Python, Data science/machine learning, a plus

Warehousing or Transportation Logistics experience, a plus

To all agencies: Please, no phone calls or emails to any employee of NFI about this opening. All resumes submitted by search firms/employment agencies to any employee at NFI via-email, the internet or in any form and/or method will be deemed the sole property of NFI, unless such search firms/employment agencies were engaged by NFI for this position and a valid agreement with NFI is in place. In the event a candidate who was submitted outside of the NFI agency engagement process is hired, no fee or payment of any kind will be paid.",3.4,NFI Industries,"Camden, NJ",7500,1932,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$1 to $2 billion (USD),105.0,80,130,88,1,1,1
Research Data Scientist,"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software development. The candidate will incorporate novel ideas and improve the state of the art on advanced projects related to processing of large networks, analyzing data in high dimensions and implementing high performance computing software. Additionally, the candidate will develop a portfolio of related research by extending existing work and proposing new methods with novel application domains.

You are highly encouraged to apply if you enjoy working with data and algorithms, passionate about understanding how things work, want to solve complex problems and strive to stay current on the technology and literature in areas of high performance computing, network analysis and machine learning.

JOB DUTIES
Design and develop scalable machine learning and network analytic algorithms
Evaluate performance of a variety of machine learning and network analytic algorithms
Debug and solve problems in complex environments
Explore use of novel methods for compression, dimensionality reduction and summarization
Communicate findings effectively in the form of briefings and technical reports
Formulate research ideas/hypotheses to solve new problems

DESIRED SKILLS
Algorithm development experience in Python, C/C++ and/or Java
Development of machine learning and/or graph-based algorithms (e.g., scikit-learn, networkx, mlpack, weka)
Familiar with high performance and big data computing technology (e.g., MPI, OpenMP, OpenACC, CUDA, opencl, mapreduce, hadoop, spark, BSP)
Exposure to graph traversal languages and graph databases (e.g., Apache Tinkerpop, neo4j, JanusGraph)
Familiar with word embedding methods (e.g., word2vec, GloVe, doc2vec)
Comfortable working on linux systems

EDUCATION
A Masters degree or Ph.D. in Computer Science, Engineering, Mathematics, Physics or related field is required.

About IAI

IAI is a technology innovation company specializing in providing advanced technology solutions and R&D services to federal agencies and corporations. IAI leverages agile R&D processes, a multi-disciplinary collaborative environment, and its substantial intellectual property portfolio to excel in developing concepts into market-focused products and customer-driven solutions. IAI’s core R&D areas include: AI & Advanced Computing; Autonomy & Robotics; Healthcare Research Technologies; Modeling, Simulation & Visualization; and Networks & Cyber Security; and Radar, Communications & Sensors. For more information about IAI please visit www.i-a-i.com.

US Citizenship or Permanent Residency required

All qualified applicants will receive consideration for employment without regard to race,
color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.

Requisition ID:",3.7,Intelligent Automation,"Rockville, MD",125,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),105.0,80,130,33,1,1,1
"Solution Consultant, Wealth Management Desktop","REF_US
Position Summary:
With the aim of delivering sales targets for Wealth Desktop in the Americas, this role will be gathering and synthesizing customer requirements to develop high impact, innovative presentations for Refinitiv Workspace for Wealth Management, including digital solutions to enable and accelerate deal closure by selling value. Solution Consultant is a key member of the deal team. With deep subject matter expertise, this position supports the sales motion through deep knowledge of the Refinitiv Wealth holistic solution & the customer workflows and relevant offerings. You will collaborate often with Proposition and Sales. The main goal of this role is to present the right solutions to our customers, which can include multiple products, the third party solutions and broader Refinitiv Workspace functionality & content.
Role Responsibilities:
Key player in Wealth opportunities, which may include building POC’s, linking in Professional Services, third party solutions, API’s and integration with client workflow/systems.
Brings a mix of product, content, data science and customer workflow expertise to collaboratively design solutions (e.g clarification, specification and documentation)
Additionally, brings knowledge in Multi-Asset Class Portfolio Analytics, with expertise in Fixed Income
Captures customer specific technical and data requirements through face to face and other interactions with partners, third parties and customers
Coordinates internal partners to meet customer solution needs
Runs detailed customer presentations for opportunities / deals involving Wealth Solutions
Works with Customer Operations to deliver pilots including POC work
Qualifications and Experience Required:
5+ years’ financial industry experience with a proven track record in supporting the sale of software solutions in complex and exciting environments.
University degree with Wealth Management & Asset Management Portfolio Analytics knowledge; CFA Charter also desirable.
Previous pre-sales or customer success experience over software and technical product is highly valued
Good presentation and communication skills including effectively communicating value via demos
Good knowledge of product selling cycle
Knowledge financial industry and understanding of buy side, sell side, wealth, etc.
Knowledge of data feeds for finance industry and regulation of the finance industry
We care about benefits too.
We support our colleagues’ wellbeing with inclusive benefits. So that's support for physical, financial, mental and environmental health, paid time off to volunteer, consumer discounts & savings and so much more. All of which are tailored to your needs and may vary by location. For more details talk to your recruiter.
Our fast paced and supportive environment is only possible due to determined, autonomous problem solvers who love our high performance culture. And as a global business, Refinitiv relies on diversity of culture and thought to deliver on our goals. So we seek hardworking, qualified employees in all our operations around the world regardless of race, color, sex/gender, including pregnancy, gender identity and expression, national origin, religion, sexual orientation, disability, age, marital status, citizen status, veteran status, or any other protected classification under country or local law. Refinitiv is proud to be an Equal Employment Opportunity/Affirmative Action Employer providing a drug-free workplace.
Refinitiv makes reasonable accommodations for applicants and employees with disabilities. If an accommodation is needed to participate in the job application or interview process, to perform essential job functions, and/or to receive other benefits and privileges of employment, please contact us to request an accommodation.
Be the breakthrough, activate your future and shape ours.",3.6,Refinitiv,"New York, NY",15000,2018,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),105.0,80,130,2,0,1,1
Sr. Data Scientist - Model Governance,"General Summary:

The position plays a critical role in the oversight of predictive analytics and robust modeling at Elevate. The Sr. Data Scientist, Model Governance provides effective challenge, review, oversight, guidance, and ongoing monitoring for all models used within our Account Origination (Fraud, Risk and Response) and Account Management functions.

Principal Duties and Responsibilities:
Review models and provide effective challenge and feedback to the developers to action change.
Manage a model review/validation program aligned to OCC 2011-12 / SR 11-7 guidelines.
Perform model stability monitoring to ensure ongoing performance for business applications.
Deliver model variable stability and performance reviews on determined cadence.
Write clear and detailed model documentation coordinating efforts with the model developers.
Work with other members of the Governance team to ensure all documentation is saved in the official repository and meets internal Credit Policy standards for all new and existing models.
Utilize advanced statistical software to validate linear/non-linear, parametric/non-parametric based predictive modeling/data mining analytic methodologies.
Creation of associated decks for presentation to executive management.
Present findings and make recommendations to Model and Risk Governance teams.
Act as liaison between partner banks / third party validators and Elevate.
Complete all other projects as assigned.
Experience and Education:
Minimum M.S./M.A. in a highly quantitative field (Statistics, Economics, Mathematics, or other quantitatively-oriented degree) or experience in a process related Senior Analyst role in an analytical capacity.
Strong quantitative /statistical modeling capabilities, including with 5+ years of experience in credit scoring and model development preferred.
3+ years’ experience in Risk Management or Model Governance functions including knowledge of OCC / FDIC regulations for model documentation.
3+ years’ experience within the consumer lending environment.
Strong SAS, R, and SQL skills preferred, with ability to conduct extensive data research required. Candidates with experience with other software such as Python, SPSS, MATLAB may also be considered.
Demonstrated experience working with large complex data sources.
Strong PowerPoint presentation skills a plus.
Required Skills and Abilities:
Ability to work in fast-paced environment with ever-changing demands.
Ability to manage multiple projects at one time, possibly including overseeing others projects.
Strong communication skills. Must be able to clearly communicate in speech and writing with Risk Management peers, Marketing, Operations, Collections, Finance, C-level Executives, CEO, and BOD.",3.8,Elevate Credit,"Fort Worth, TX",750,2014,Company - Public,Lending,Finance,$100 to $500 million (USD),105.0,80,130,6,1,1,1
